county,year,gdays,maqi
Luzerne,1986,161,228
McHenry,1990,126,311
Tuscarawas,1980,137,94
Clermont,1997,187,229
Van Buren,1992,166,344
Calloway,1983,224,71
Manistee,2009,136,205
Tazewell,1992,200,268
Monongalia,2016,74,340
Noble,1986,57,43
Avery,1999,187,194
Yakima,1983,118,142
Alamance,2012,88,294
Dodge,2015,101,297
Culberson,2005,76,110
Bennington,2002,164,224
Weber,1986,169,146
Yuma,2021,140,173
Weld,2006,161,209
Thomas,2015,70,113
Brunswick,1988,56,26
Prince George's,2005,185,234
Franklin,2002,36,61
Taylor,2006,126,297
Sheridan,2019,51,103
Washington,2000,122,310
Santa Fe,2004,64,365
Lehigh,1996,197,266
Santa Cruz,2002,117,31
San Mateo,2003,126,335
Florence,2000,130,48
Lauderdale,1992,112,250
Asotin,1985,80,3
Arapahoe,1984,159,204
Lake,2021,136,180
Humboldt,1991,39,353
Beltrami,2021,78,78
Richmond,2004,159,130
Windham,2005,195,299
Northampton,2002,201,169
Caddo,2006,147,178
Linn,1982,188,129
Custer,2001,47,96
Trego,2004,115,267
Waukesha,1983,209,279
Nassau,2001,138,265
Saint Louis,1994,227,123
Sacramento,2017,164,158
Hamilton,2005,136,123
Guaynabo,2017,151,237
Skagit,2016,78,354
Lauderdale,2012,90,257
McLennan,2009,143,254
Clinton,2007,161,137
Mono,2006,4196,238
Bayamon,1992,200,174
Gaston,2001,111,53
Carolina,2005,50,12
El Dorado,1987,159,79
Park,2008,161,32
Davidson,1995,54,59
Polk,1994,143,282
Oakland,2006,136,288
Hamilton,2000,185,333
Clark,2007,174,102
Kenosha,2010,159,209
Yabucoa,1994,26,257
Kittitas,2014,165,290
Klamath,1997,66,233
Morgan,2008,132,234
Daviess,1998,204,227
Josephine,1984,158,192
Wood,2015,77,188
Perry,1999,154,170
Frederick,2008,136,184
Kern,1990,347,61
Kenton,1992,147,304
Hardin,1996,166,155
Hopewell City,1985,123,328
Platte,2002,166,293
Washington,2018,150,304
Henderson,1983,200,145
Aroostook,1983,200,156
Hunt,2010,126,322
Gilmer,2018,90,346
Norfolk City,1983,143,352
Sarpy,2018,93,287
Marion,2009,133,115
Wood,2009,101,179
Iron,1994,200,212
Calcasieu,2006,177,190
Pawnee,1996,115,180
Jefferson,1998,141,279
Archuleta,2008,98,348
Box Elder,2001,159,91
Northampton,1983,216,42
Sullivan,2001,103,343
Sweetwater,1989,64,55
Middlesex,2007,206,120
Geneva,1996,90,199
Buchanan,1990,78,158
Suffolk City,1998,182,111
Carbon,2016,84,335
McLeod,1999,77,6
Placer,1985,223,236
Buchanan,2003,119,221
Taos,2021,69,153
Chesterfield,2011,126,195
Oldham,1997,204,139
Bristol,1988,234,136
Daviess,2008,133,199
Ohio,1995,166,200
Hendricks,2016,100,146
Osage,2008,80,333
Spokane,2000,128,205
Pike,2006,179,225
Warren,2015,128,283
Tuscola,1995,169,213
Williamsburg,2001,101,203
Pierce,2001,153,194
Teton,2021,131,222
Yukon-Koyukuk ,2015,95,82
Larimer,1993,169,266
Bartholomew,2016,105,286
Harrison,2000,122,164
Lorain,1981,200,179
Catano,2017,116,219
Culpeper,2010,43,60
Comanche,2018,122,275
Morgan,1989,200,83
Davie,2002,207,95
Ozaukee,1988,229,125
Utah,1992,157,200
Wayne,1998,49,61
Edmonson,2006,112,264
Fond du Lac,1994,122,153
St. Bernard,2000,164,202
Montgomery,1995,122,305
Saratoga,1987,201,318
Keweenaw,2019,70,116
Caroline,1998,210,205
Clarke,2006,161,135
Sequoyah,2018,90,308
Norfolk,1995,72,348
Madison,2005,161,115
Muscatine,1986,200,160
Boone,2011,112,200
Natrona,2009,70,117
Tippecanoe,1986,89,131
Arapahoe,1997,115,309
Lowndes,2021,84,195
Morgan,1980,148,207
Lynchburg City,2015,62,105
Laramie,2021,74,155
Skamania,2007,75,157
Caldwell,1991,164,131
Hancock,2001,175,44
Washington,1985,204,43
Gunnison,2005,109,208
Delaware,2009,115,170
Honolulu,1994,80,355
Ventura,1998,248,187
Mercer,1981,229,235
Cedar,1999,172,138
Madison,1999,64,49
Ellis,2013,150,253
Del Norte,2000,53,133
New London,1998,204,304
Grand Traverse,2001,108,89
Craighead,2002,95,66
Henry,1982,200,122
Alachua,2021,84,168
Multnomah,1990,97,213
Lawrence,2009,110,324
Carroll,1998,43,60
Ingham,2006,121,148
Dawson,2004,95,50
Saint Louis,2015,119,242
Caroline,2016,112,160
Woodbury,2004,97,95
St. Martin,2019,80,330
Jefferson,2014,133,234
Brevard,2008,122,281
Washington,2007,164,128
Knox,2005,140,237
Warren,1998,200,164
Graham,1988,75,41
Williamson,1988,209,71
Hidalgo,2003,150,263
Putnam,1996,56,59
Hennepin,1982,158,214
Dallas,2014,106,215
Jefferson,2007,182,85
Liberty,1988,206,210
Garrett,2009,101,300
Mariposa,1997,200,200
Sumter,2001,154,163
Spencer,2012,71,81
Snohomish,1989,133,125
Sheridan,2013,77,338
Martin,2019,84,323
Kennebec,1985,208,201
Northampton,2016,217,208
San Joaquin,1998,187,264
Columbia,2006,153,335
Caribou,2013,59,354
Washington,2004,93,346
Chittenden,2008,143,290
Jackson,1994,58,101
Chippewa,2004,94,106
Warren,2019,122,284
Cass,1998,104,258
Lehigh,1984,201,187
Navajo,2006,150,230
Santa Clara,2012,122,248
Jefferson,1998,187,175
Fond du Lac,2005,156,124
Pima,1989,129,80
Edgecombe,1997,179,132
Mesa,1995,60,340
Rowan,2015,122,223
Taylor,1997,112,326
Perry,1994,177,278
Delaware,1999,36,41
Sheboygan,2019,108,180
St. Lawrence,2021,116,233
Stevens,2019,146,274
Maui,1987,39,18
Washington,2009,101,171
Macon,2012,90,334
Pike,2017,77,302
San Benito,2020,168,301
Worcester,1999,190,246
Napa,2010,159,293
Inyo,2005,3884,170
Fannin,1988,200,159
Jefferson,1986,178,194
Placer,2002,210,195
DeKalb,2016,119,304
Sevier,1996,172,133
Elmore,2004,129,177
Putnam,2018,64,319
Volusia,2006,119,283
La Plata,2015,108,271
Vernon,2009,84,191
Harrison,2007,164,193
Josephine,2000,99,242
Teller,1990,21,226
Sublette,1992,93,275
Del Norte,2013,72,123
Harris,1981,292,82
Taylor,2019,85,320
Woodbury,1998,55,53
Latah,2004,64,272
Greenville,1991,105,266
Lawrence,1981,125,206
Suffolk,2014,84,234
Lincoln,2003,174,115
Brazoria,1981,238,241
Jackson,1985,115,284
Bonneville,2007,82,246
Catano,2018,116,288
Simpson,2007,161,124
Honolulu,1981,80,324
Webb,2019,109,258
Bossier,1982,174,284
Union,2014,141,233
Westchester,2015,140,290
Jackson,2007,119,243
Madison,2013,68,88
Escambia,1999,182,110
Frederick,1995,54,32
Converse,2021,77,165
Clinton,1996,135,282
Guayama,1992,70,58
Lafourche,1983,154,106
Claiborne,2014,90,328
CHIHUAHUA STATE,2006,185,201
Brooke,2004,173,135
Dubuque,1984,169,280
Wabash,2016,115,309
Rutland,1986,151,200
Lea,2011,120,257
Hancock,2015,115,203
Grand,2002,39,61
Fayette,2010,76,314
Pasco,2018,129,324
Houston,1989,50,39
Los Alamos,1988,35,83
Natrona,1999,76,50
Adams,2020,81,314
Montgomery,1985,228,244
McLean,2003,154,151
Manatee,2002,129,298
St Croix,2000,116,285
Richmond City,2008,67,355
Wood,1987,173,284
Atlantic,1999,192,273
Hillsborough,2011,161,311
Fremont,2008,50,58
Ocean,2009,150,267
Fairfax,1984,214,125
Beaufort,1990,174,61
Elmore,2002,164,176
Hardin,1993,212,146
Middlesex,1989,203,204
Blaine,1996,59,56
Blaine,2015,138,197
Codington,2014,85,342
Washington,2016,74,360
Dukes,2020,126,345
Putnam,1990,108,329
Rio Grande,2001,51,56
Bell,1993,126,279
Kewaunee,2017,112,209
Andrew,2010,136,166
Jefferson,1998,151,316
Santa Barbara,2004,192,217
Boulder,2013,151,238
Mendocino,2020,456,280
Cabell,1984,208,209
Saint Charles,1997,207,217
Klamath,2010,143,274
Livingston,2009,129,319
Hawkins,1985,200,105
Greene,1992,200,255
Coos,2018,115,223
Perry,2004,112,164
Josephine,1993,83,175
Dane,2009,111,232
Hartford,1999,200,229
Scott,2002,192,161
Cowlitz,1981,81,319
Lycoming,2015,87,340
Polk,2006,143,301
Rock,2011,66,91
Hamilton,2000,187,59
Macon,2006,129,267
Mineral,2003,55,70
Tazewell,2021,66,297
King William,1991,57,56
Faulkner,2011,83,74
Houston,2007,191,52
Licking,2019,80,223
Campbell,1991,185,194
Bannock,2021,100,196
Sarasota,2008,159,295
Hall,1999,120,23
Wayne,2016,136,321
Swain,2012,84,288
Custer,2018,88,317
Clearfield,1997,204,114
Waupaca,2005,104,43
DeKalb,1996,136,302
Lenoir,2013,100,232
Ingham,1987,201,287
Gloucester,2016,143,203
Lafayette,2010,129,153
Williamsburg,2007,122,177
Lauderdale,2017,61,240
Eddy,2002,140,269
Davis,2008,147,236
Baltimore (City),2009,111,199
Barnwell,2003,126,310
Harford,2020,119,308
Livingston,2001,151,233
Carteret,1999,150,273
Nassau,1995,200,281
Victoria,2002,169,309
Garland,1994,51,54
Santa Cruz,2001,108,335
McMinn,2012,44,225
Tyler,1991,140,239
Cameron,1998,159,327
Edgecombe,1987,182,237
Franklin,1993,53,56
SONORA,2010,128,10
Denver,1996,135,127
Woodbury,2010,127,88
Clallam,2010,67,351
Gallatin,2002,92,350
Beaufort,1993,147,180
Santa Clara,1980,247,215
Chattooga,1993,43,29
Washington,1990,45,51
Mendocino,1984,74,275
Stark,1987,66,32
Tarrant,1986,221,226
Iberville,1994,202,272
Apache,2016,54,364
Prince Edward,2006,133,283
Lawrence,2000,156,126
Macomb,1990,203,261
Mitchell,1990,31,13
Knox,2001,179,128
Vernon,1990,105,223
Schoolcraft,2004,136,333
Adams,2017,115,213
Calhoun,1989,63,44
Claiborne,2002,185,252
Prince Edward,2012,119,322
Caddo,2015,93,303
Dauphin,1985,185,216
Adams,1981,173,177
Beaufort,2002,120,323
Ohio,2008,88,268
Lubbock,2020,81,329
Jackson,1981,159,112
Peoria,1988,187,192
Allen,1992,197,289
Virginia Beach City,2011,98,257
Inyo,1981,108,171
Duval,1986,169,197
Ingham,1993,154,154
McKinley,2013,51,127
Jersey,2019,119,284
McLennan,2002,127,100
Carteret,2003,133,312
Howard,2019,108,289
Maricopa,2001,185,30
Onslow,1995,40,56
Neosho,2005,51,55
Ocean,2016,161,298
Kennebec,1983,214,160
Providence,2003,197,203
Kent,2004,195,188
Boone,2011,112,200
Passaic,2005,172,170
St. Mary,1989,151,290
Orange,2008,201,256
Ocean,1992,222,292
Hillsborough,1994,200,57
Juneau ,1999,83,118
Baltimore (City),1990,226,164
Schenectady,1986,140,303
Horry,2017,64,350
Rock Island,2009,94,331
St Croix,2014,93,25
Morgan,1991,57,54
Minnehaha,2006,105,290
Lassen,1996,39,10
Santa Clara,1996,195,244
Belknap,2007,156,181
Claiborne,2017,87,324
Perry,2021,77,157
Oklahoma,1990,172,253
Campbell,2013,129,253
McKenzie,1986,200,126
Jackson,2003,101,198
Davis,2002,169,231
Portage,1992,192,155
Delta,2002,107,53
Hamilton,2009,133,151
Lander,1994,71,57
Harney,2007,164,246
Hamilton,2010,119,159
Hamilton,2009,76,265
Snohomish,2007,159,265
Person,2000,154,114
Multnomah,1981,198,59
Sangamon,2021,97,243
Jefferson,2012,129,268
Coconino,2014,126,250
Travis,1992,161,289
Niagara,1980,206,60
Hanover,1984,197,252
Inyo,1986,27,12
Martin,2011,172,254
Lawrence,2005,126,182
Bristol,1997,202,245
McLean,2001,56,353
Lafourche,1998,204,273
Jefferson,2017,133,248
Klickitat,2015,108,111
Linn,1992,46,4
Ector,2000,63,49
Meigs,1990,200,247
Warren,1990,176,325
Baker,2000,150,264
Winchester City,2005,38,60
Richland,2001,179,174
Boone,2000,166,113
Stanislaus,2010,177,166
Stoddard,2005,99,41
King William,2001,42,58
Duchesne,2018,129,221
Brazoria,2008,151,297
Hancock,1992,200,35
Douglas,2005,89,88
Monterey,2020,250,299
Guayanilla,2006,66,196
Fresno,1989,217,64
Floyd,2008,179,122
Arkansas,2010,83,68
Milwaukee,1994,235,238
Nez Perce,2019,89,309
El Paso,1980,150,147
Maui,2000,64,347
Jefferson,1995,200,161
Columbiana,2005,149,266
Monroe,2019,90,321
Boone,2006,156,119
Columbia,2021,100,77
LaPorte,1983,200,165
San Bernardino,1983,300,39
Fairbanks North Star ,2013,194,197
Carlton,2016,101,345
Tioga,2000,174,161
Chatham,2002,197,126
Hopkins,1980,154,106
Outagamie,2008,152,185
Knox,2007,150,241
Lycoming,1981,280,248
Ford,2021,80,175
Grand Forks,2000,84,91
Cuyahoga,1988,230,59
Wyandotte,2014,119,214
Salt Lake,2012,151,180
Delaware,1982,107,120
Benzie,2018,154,218
Liberty,2009,67,323
Henrico,1984,174,246
Pima,1994,150,151
Bucks,2016,147,309
Denton,1982,205,242
Knox,2007,177,151
Missoula,1980,197,135
Ohio,1991,121,262
Hillsborough,2009,128,200
Stillwater,1991,38,87
Teton,1989,90,245
Hidalgo,1999,182,313
Lares,2002,61,87
Clinton,2013,115,152
Pitt,1991,150,277
Saint Louis,1986,243,61
Ohio,1998,169,173
Williams,2020,26,366
Adams,1984,163,238
Orleans,1989,182,274
Columbiana,2012,67,364
Monterey,2008,97,339
Effingham,1997,159,171
Abbeville,1998,190,108
Carroll,2012,26,61
Siskiyou,2017,163,202
Washington,1992,55,59
Columbia,1999,97,269
Kauai,2019,71,363
Anne Arundel,1997,245,182
Richmond,1994,204,226
Fulton,2002,213,102
Craighead,1995,61,53
Citrus,2011,84,110
Kings,1993,124,243
Marengo,1999,51,52
Chatham,1995,164,264
Warren,1980,57,265
St. Bernard,2021,106,248
Grant,2012,100,281
Sanders,2006,80,106
Polk,2014,93,288
Highlands,2015,80,345
Summit,1981,232,55
Hancock,1997,156,128
DuPage,2014,101,194
Sharkey,1993,159,185
Mercer,2003,115,66
Cass,2008,86,45
Lea,1995,51,60
Yancey,2006,129,97
Peoria,2018,101,255
Tolland,2017,147,188
Pinellas,2014,112,287
Plymouth,1997,156,170
Madison,2018,154,221
Hamilton,1991,166,109
Muskegon,1991,224,136
Licking,2009,119,169
Humboldt,1992,37,117
Cowlitz,1992,43,60
Kern,2005,208,47
Edmonson,1999,200,191
Clarke,2009,112,240
Elk,2013,105,332
Warren,1982,107,20
Macoupin,1980,201,166
Boulder,2009,147,256
Colbert,1984,200,262
Greenup,1983,179,98
Lake,2014,155,302
Fairfield,2012,179,236
Giles,1994,166,216
Madison,2017,69,103
Shelby,1996,197,173
Fremont,1987,25,6
Oconee,2016,133,324
Codington,2003,81,86
Washington,2005,140,127
Olmsted,2013,100,282
Houston,2017,92,265
Lake,1994,140,311
Brown,2003,71,100
Douglas,1994,31,52
Carter,1989,45,33
McClain,1988,164,260
Chatham,2000,172,214
Davidson,1988,219,163
Lawrence,1989,147,238
Jefferson,2010,143,233
Davidson,2005,116,38
Sheridan,2005,106,184
Clackamas,2018,165,181
Lincoln,1999,140,343
Lawrence,1982,143,266
Yuma,2020,321,257
Douglas,2012,133,174
Grafton,2000,122,349
Franklin,2010,80,72
Richmond,1980,225,132
Utah,2018,162,218
Martinsville City,1994,54,58
Jackson,2006,133,115
Indiana,2020,112,331
Campbell,1985,19,5
King,1980,200,40
Black Hawk,1992,68,35
Lincoln,2005,47,112
Piscataquis,2011,60,101
Benton,2016,64,185
Cobb,2012,154,218
Arlington,1982,213,211
St. John the Baptist,1983,192,278
Phillips,2005,119,53
Perry,1981,177,242
Mason,2005,187,125
Fajardo,1991,80,31
Hancock,2017,182,331
Worcester,2018,129,306
Nassau,1986,200,231
Guayanilla,2010,81,292
Polk,2011,98,253
Meigs,2013,100,218
Rutland,1991,116,273
Dawson,2011,93,54
Houston,1995,97,277
Lauderdale,1986,190,248
Henry,2016,159,290
Albany,2021,118,227
Daviess,1987,201,184
Darlington,1986,174,79
Albany,2011,140,261
Douglas,1991,150,311
Sonoma,2020,187,319
Wabash,1999,185,184
Greenup,1993,187,235
Seneca,2002,54,172
Orange,1996,63,246
Saint Charles,2005,190,224
Dauphin,1996,174,263
Carroll,2007,174,119
Berkeley,2000,132,42
Pierce,1986,159,215
Ouachita,2013,120,102
Williamsburg,1993,151,215
Giles,1999,172,186
Greene,2017,101,287
Allegheny,2005,202,69
DuPage,1995,187,311
Jasper,2016,110,319
Washington,2019,96,284
Teton,1989,90,245
Mesa,1998,67,353
Highlands,2008,122,340
East Baton Rouge,1990,234,197
Fairfield,2010,179,240
Charles,2001,179,210
Stanislaus,1995,206,209
Chase,2010,138,109
Clinton,2011,122,152
Wise,1997,45,60
Allen,2000,177,305
Linn,2016,106,274
Berkeley,1982,129,323
Jackson,2006,133,115
St. Louis City,1995,208,149
Neosho,2020,106,304
Adams,2012,88,350
Franklin,2017,66,363
Jackson,2009,147,285
Hamilton,1997,154,327
Delaware,2002,200,116
Trigg,1982,156,229
McKenzie,2009,70,355
Lea,2016,97,312
Jackson,1996,151,282
Ada,2015,166,294
Kleberg,2004,67,54
Frederick,2014,92,282
Georgetown,2019,52,91
Hancock,2005,126,163
Eddy,1985,200,182
Onslow,2002,87,81
Berkeley,1980,159,244
Marin,1990,81,330
Washington,2005,117,84
Barceloneta,1999,64,236
Georgetown,2017,63,303
McLean,2016,108,309
Clark,1989,209,184
Dona Ana,2008,420,120
Linn,2008,97,302
Denali ,2012,58,363
Hunterdon,2001,207,264
Kane,1992,187,329
Brevard,1993,129,296
Fremont,2016,50,52
Delaware,2004,129,158
Adair,2017,97,305
Palm Beach,2007,152,301
Edgecombe,2014,84,254
Morgan,1992,133,226
Washington,1993,174,249
Los Angeles,2015,203,26
Jackson,2020,90,329
Cass,2000,101,334
Tulsa,2019,105,257
Barceloneta,1996,98,269
Navajo,2010,112,279
Rutland,1988,115,275
Lincoln,1999,54,46
Polk,1996,119,326
White Pine,1992,43,59
Pike,1999,161,182
Cascade,2008,67,345
Humphreys,1984,200,192
Gibson,1996,200,245
Piscataquis,1998,115,161
Marion,1996,41,57
Olmsted,1980,204,63
Carroll,2000,187,135
Muscatine,1987,200,257
Somerset,1994,190,277
Deschutes,2014,113,325
Burleigh,2008,115,342
Eddy,1988,182,218
Saginaw,1995,31,20
Manatee,2011,122,323
Bolivar,2008,105,217
Clearfield,2010,136,135
Guaynabo,1995,85,341
Covington City,1991,103,52
Denver,1982,236,28
Washoe,2009,145,230
Campbell,2005,201,198
Baltimore,1983,226,141
Massac,1985,178,165
El Paso,1983,198,183
Kern,2008,217,34
Switzerland,1992,130,6
Lancaster,2012,80,248
Clark,1988,230,233
Story,1989,182,323
Jessamine,1997,179,152
St. Martin,2020,87,337
Graham,2011,122,106
Brown,2010,127,240
Jefferson,2009,150,126
Denver,2019,153,179
Kent,2008,151,207
Stark,1995,200,227
Cumberland,2019,150,268
Perry,2000,169,282
Washington,1986,171,52
Clark,2021,96,212
Mohave,1997,52,55
Manistee,1990,164,310
Hamilton,2007,187,111
Weld,2007,139,224
Meigs,1981,200,232
Jefferson,1992,56,58
Stearns,2000,113,297
Riverside,2005,228,73
Door,2008,133,158
Chatham,1992,76,349
Tuscola,2013,112,328
Kern,2002,216,23
Atlantic,2020,90,334
Gilmer,2019,58,333
Jessamine,2006,126,171
Onondaga,2007,154,302
St Croix,1983,200,143
Tarrant,2016,174,273
Boulder,1997,129,283
New York,2016,126,247
Eddy,2009,105,296
Cherokee,1999,190,109
Olmsted,1988,131,282
Cumberland,2006,126,320
Nueces,2005,113,226
Medina,2008,133,165
Caroline,2011,140,171
Pitkin,2004,56,349
Sanders,1986,80,29
Coconino,1988,51,185
Bibb,2001,204,158
Jefferson,2008,104,42
Sussex,1982,130,181
Ingham,2012,147,284
Mesa,1982,83,341
Macon,1987,200,175
Washtenaw,1988,217,122
Multnomah,1989,126,203
Lake,2004,96,310
Cass,2004,87,342
Polk,2017,143,295
Anderson,1981,158,188
Carson City,2008,129,248
Kewaunee,1993,151,154
Rutland,2013,128,272
Duval,1985,215,228
Santa Clara,1997,147,287
Ponce,2014,68,317
Bergen,1996,159,249
Pitkin,2001,66,353
Pima,2019,103,225
Litchfield,2008,161,309
Bullitt,2013,105,222
Caldwell,2014,100,194
Wayne,1994,165,189
Randolph,1991,200,214
Alexander,2006,140,129
Jackson,2000,65,123
Shoshone,2019,117,260
New Haven,2000,217,145
Imperial,1995,250,99
Bell,2012,133,163
Billings,2012,67,347
Tolland,2008,172,136
Franklin,2012,72,363
Trego,2017,84,343
Manitowoc,1999,190,158
Lenawee,2020,122,296
Stanislaus,2015,187,127
Rock Island,2012,101,331
Warren,2008,106,72
El Dorado,2016,172,222
Oldham,2021,105,216
Piscataquis,1998,115,161
Licking,1991,201,102
Ponce,1994,68,58
Bonner,2020,190,325
Collin,2008,169,273
Washington,2002,96,115
Aroostook,1982,200,122
Park,2018,136,201
Giles,2010,119,253
Tompkins,1990,154,271
Jackson,2007,106,69
San Francisco,1998,79,353
Coles,1997,41,59
Ottawa,2019,104,289
Cass,1995,51,160
Chatham,2008,159,292
Anoka,2016,145,328
Platte,1982,161,259
Mayes,2006,174,235
Schoolcraft,2014,121,324
Douglas,1991,182,211
Pima,1995,166,169
Plymouth,2009,76,96
Gunnison,2012,136,254
Bannock,1993,139,151
Routt,2016,60,343
Putnam,1999,201,90
Buncombe,2000,179,129
Mason,2011,81,313
Bronx,2016,140,281
Caswell,1999,177,127
Cook,2006,64,222
Valencia,1997,80,325
Perry,2004,112,164
Oliver,1989,111,316
Washington,2005,136,318
San Juan,2005,126,236
Butte,2005,159,213
Cole,1994,39,31
Boyd,2011,129,256
Jackson,2003,177,222
Roanoke,1982,174,257
Macon,2003,129,258
Montgomery,2002,203,259
Chatham,1989,174,211
Orleans,1993,133,290
Sandoval,2007,149,175
Kauai,1990,29,35
Cherokee,2015,93,256
Cooper,2005,112,33
Hamilton,1988,222,97
Teton,2015,107,325
Marshall,2002,52,58
Cumberland,2013,136,287
Canyon,2003,111,275
East Baton Rouge,1987,208,163
Mayes,1995,52,54
Silver Bow,1981,110,60
Johnson,2018,91,299
Linn,2005,126,249
Madison,1995,202,52
Saint Louis,2006,182,174
DeKalb,1990,220,222
Muscogee,2001,155,152
Jackson,2014,83,75
St. John the Baptist,2005,151,272
Granville,1995,179,110
San Diego,1986,240,53
Giles,1982,182,224
Jefferson,1985,60,25
Darlington,2021,74,158
Pointe Coupee,2009,133,324
Stark,2010,156,145
Mayagnez,2003,72,89
Platte,1981,179,238
Sebastian,2009,82,74
Clay,1999,36,39
Rockingham,1981,203,296
Hancock,1996,44,58
Colusa,2003,101,291
Houston,2016,107,306
Tazewell,2009,200,282
Archuleta,2004,63,355
McCracken,1982,178,160
Blount,2012,126,258
Spokane,1989,379,153
Black Hawk,2010,113,224
Posey,2015,115,156
Jackson,2011,100,154
Sumner,2017,100,265
Washington,2019,87,219
Tippecanoe,2020,69,255
Duplin,1993,161,258
Tioga,2005,143,140
Buchanan,1994,200,178
Caguas,2021,40,82
Hampden,1981,219,119
Albany,2002,201,278
District of Columbia,2002,225,111
Napa,1991,115,313
Terrebonne,2020,74,110
Archuleta,1995,72,305
Skagit,1986,200,132
Sanders,2002,73,112
Providence,1986,212,160
Jefferson,2010,195,131
Hidalgo,1986,200,151
Santa Barbara,2007,183,224
Baltimore,1996,182,287
Haywood,1998,205,140
Rockingham,1997,217,271
BAJA CALIFORNIA NORTE,2019,144,5
Madison,1994,195,272
Rosebud,1997,143,346
Saint Charles,1984,200,167
Linn,2001,133,235
Berkshire,1990,203,89
Cass,2012,59,19
Jefferson,2004,136,162
Wilson,2013,77,217
Cook,2001,195,46
Pueblo,1980,69,315
Ingham,1989,177,162
Benton,1992,492,315
Ottawa,2011,143,229
Ashley,2005,120,42
Mitchell,2021,62,167
Vilas,1998,136,332
Onondaga,2004,102,331
Hamilton,2016,140,199
Bingham,2005,62,24
Parker,2021,136,206
Lincoln,2009,101,168
McDowell,2000,166,43
Orange,2008,78,49
Washington,2017,97,265
Lawrence,2006,132,288
Bonneville,1994,36,10
Pinal,1997,137,242
Caddo,2010,126,287
Clallam,2008,97,292
Carroll,2020,15,56
Coconino,2001,105,241
Travis,1983,166,295
Sublette,1998,101,225
Houston,2013,84,259
Douglas,1990,102,2
Delaware,2001,177,117
Spartanburg,2017,108,271
San Joaquin,2016,166,138
Broadwater,1989,16,12
Missoula,1980,197,135
Fresno,1985,227,55
Norfolk City,2008,165,305
Trinity,1995,38,55
Fauquier,1991,177,85
Tooele,1993,116,227
Kewaunee,1992,129,146
Kenosha,2002,223,139
Fulton,1995,224,214
Macon,1991,136,318
Centre,2012,154,204
Tompkins,2011,90,269
